Document,Topic,Topic_Label,Probability
"Studies of the acculturation of migrants or immigrants in the new environment and the effects of societal changes on individual behaviors may provide valuable information about how cultural experiences (e.g., accommodation to the new values, integration of diverse values, Berry, 1997) play a role in human develop- ment. Chen and Li (2012), for example, examined parenting attitudes and child behaviors during urbanization in China. The results showed that parents in urbanized families (families that changed the status from rural to urban residency) were more likely than parents in nonurbanized rural families to encourage sociability and assertiveness in child‐rearing (e.g., “I encourage my child to express his or her opinions in school and other public places.”). Moreover, urban cultural values promoted children’s sociable-assertive behavior through parental socialization effort.",96,Shyness,0.7882443126571064
"Research on culture and social withdrawal has focused mainly on: (1) the display of socially withdrawn behavior among children with different cultural backgrounds; and (2) adults’ and children’s perceptions or views of socially withdrawn behaviors. Researchers have conducted a number of studies comparing children on the display of withdrawn behaviors using observations, self‐reports, and other methods (e.g., Bowker & Raja, 2011; Xu & Farver, 2009). For example, Farver et al. (1995) observed children’s play behaviors in pre- school settings and found that Korean American children engaged more in parallel and unoccupied play than European American children (see also Coplan, Ooi, & Hipson, Chapter 8). Chen et al. (1998) and Rubin et al. (2006) reported that toddlers in China and Korea displayed higher levels of behavioral inhibition than their counterparts in Australia, Canada, and Italy. In addition, numerous studies using self‐reports and peer‐nomi- nations found similar patterns between East‐Asian children and Western children in shyness and related behaviors (e.g., Chen & Tse, 2008; Gartstein et al., 2006). Compared with self‐reports, peer evaluations may provide more objective information about children’s behaviors. However, this method often does not allow for cross‐cultural comparisons on group means because the scores are typically standardized within the group.",24,Cultural,1.0
"Findings from research on the display of withdrawn behaviors among children in different cultural groups help us recognize the role of culture in the development of social withdrawal. However, there is a concern about the potential misinterpretation of the cross‐cultural similarities and differences because the behaviors that children display in different cultures may not have the same meanings. Therefore, an important task is to investigate the meanings of withdrawn behaviors of children in different cultures.",24,Cultural,1.0
"Researchers have explored cultural meanings of children’s withdrawn behaviors in Australia, Canada, China, Korea, South Africa, the United States, and several other countries (e.g., Ding et al., 2015; Rubin et al., 1999; van Zyl et al., 2018). A common strategy to examine cultural meanings of withdrawn behaviors is to assess individual reactions to hypothetical vignettes describing withdrawn behaviors. Heinrichs et al. (2006), for example, showed undergraduate students several vignettes related to social withdrawal and asked them to make judgments about the demonstrated behaviors in the vignettes. Consistent with the hypothesis, participants in group‐oriented societies ( Japan, Korea, and Spain) viewed withdrawn behaviors more acceptable than their counterparts in individualistic societies (Australia, Canada, Germany, the Netherlands, and the United States). Using a similar method, Schreier et al. (2010) found that youth in Latin America (Costa Rica and Ecuador) and East Asia rated withdrawn behaviors as more desirable than youth in the West. Bowker and colleagues (2016) studied Nigerian emerging adults’ perceptions of shy and unso- ciable behaviors through using vignettes. The participants did not show different attitudes toward sociable and withdrawn behaviors. Moreover, the participants viewed sociable behavior as having a greater negative social impact (e.g., students who act like this cause a problem in class) than shy and unsociable behaviors. The results may indicate a culturally unique understanding of sociable and withdrawn behaviors in Nigerian youth.",24,Cultural,1.0
"Rapee and colleagues (2011) asked participants to report their expected impact of withdrawn behaviors on the person’s social status and career. The participants rated how the person who displayed shy or outgoing behavior in the vignette would be liked among peers and how the behavior described in the vignette would affect the character’s future career (future career options, success in future career, future relationships with colleagues and bosses). It was found that whereas youth in Western countries viewed shy behavior as clearly less desirable than outgoing behavior, youth in East Asia viewed them as less different.",-1,Noise / Outlier,0.0
"Research on individual views and beliefs about social withdrawal using self‐reports provides useful informa- tion about its cultural meanings. However, self‐report methods suffer from widely recognized limitations, such as biases in self‐reports due to social desirability effects (e.g., people in hierarchically structured societies seem to display greater social desirability concerns than in egalitarian individualistic societies) and group‐reference effects (e.g., people in different cultural groups may use different referents in their self‐reports) (see Schneider et al., 2006; van de Vijver, 2015). Moreover, culture is believed to represent the belief and value system that is reflected at multiple institutional, group, and personal levels (e.g., Super & Harkness, 1986). Individual self‐ reported views may not adequately and effectively capture cultural meanings beyond the personal level.",24,Cultural,1.0
Exploring Culture and Shyness from a Contextual‐Developmental Perspective,-1,Noise / Outlier,0.0
"According to Hinde (1987), whereas social interactions and relationships play an important role in shaping individual development by providing an organizing context for children and adolescents to learn and display socially appropriate behaviors, the process of social interactions and the organization of social relationships are guided by cultural values and norms. This view is consistent with Vygotsky’s cultural‐historical theory (1978), which asserts that sociocultural conditions in the society are the foundation for learning and modification of mental processes and that social practices or activities of human beings are a primary mediator of cultural influence on individual development. Largely based on Hinde’s view (1987) and Vygotsky’s theory (1978), Chen and colleagues (e.g., Chen, 2012; Chen & French, 2008) propose a contextual‐developmental perspective focus- ing on the role of social interactions in linking cultural values and individual functioning. According to this perspective, adaptive and maladaptive behaviors need to be understood and examined in the context of social interactions and relationships and from a developmental point of view. Specifically, when children display behaviors in social interactions, adults and peers evaluate the behaviors according to cultural norms and values. At the same time, adults and peers respond to the behaviors by expressing their attitudes (e.g., acceptance, rejection) toward the children. Social evaluations and responses in interactions and attitudinal/emotional pro- cesses in relationships serve to regulate the development of the behaviors. Specifically, positive evaluations and responses may reinforce the behaviors, whereas negative evaluations place pressure on the children to control or modify the behaviors. Moreover, social approval and encouragement help children develop positive self‐ regard and self‐feelings. In contrast, social disapproval and rejection may elicit anger and distress, especially if children are unable or unwilling to control the behaviors. The negative emotional reactions are likely to result in externalizing problems if they are directed toward others or internalizing problems if they are directed toward the self (Chen, 2020; Chen & Liu, 2016). In the section that follows, we discuss children’s shyness from the contextual‐developmental perspective.",24,Cultural,0.6711908517297825
"Parent and peer attitudes. It has been argued that as major socialization agents, parents and peers are crucial in “transmitting” cultural influence on children’s behaviors (Chen, 2012; Super & Harkness, 1986). Consistent with the argument, research findings have indicated that cultural values concerning socialization goals and practices may be reflected in parental and peers’ attitudes toward social withdrawal in children (e.g., Chen, 2018). In Western cultures, an important socialization goal is to help children develop independence and self‐confi- dence (Maccoby & Martin, 1983). Social withdrawal, particularly shyness that is derived from internal fear and anxiety, is regarded as incompatible with the socialization goal (Rubin et al., 2009). Research in North America and Western Europe have shown that parents view shy, wary, and anxious behavior as indicating social imma- turity and thus often express negative attitudes toward the behavior (e.g., Hane et al., 2008; Rubin et al., 2009; Tani et al., 2014; van Zalk et al., 2011). When children display shy behavior in social settings, parents tend to respond with worry, disappointment, and rejection (Chen et al., 1998; Rubin et al., 2002; Tani et al., 2014). Moreover, parents may use high‐power and coercive strategies, such as direct command, reprimand, and pun- ishment, in their interactions with children in an effort to help them reduce shy behavior (Chen et al., 1998;",62,Shyness,1.0
"Rubin et al., 1999).",105,Rubin,1.0
"In many group‐oriented cultures, children are encouraged to learn behaviors that are conducive to interper- sonal harmony and group well‐being, such as cooperation, conforming to social norms, and self‐constraint,",-1,Noise / Outlier,0.0
"whereas independence, self‐direction, and positive self‐regard are not highly valued in socialization (Greenfield et al., 2006). Accordingly, shyness seems to be more accepted in group‐oriented cultures than in Western indi- vidualistic cultures. Chen, Rubin et al. (1997), for example, found in a sample of school‐age children in China that shyness was positively associated with maternal acceptance and negatively associated with maternal rejec- tion. Chen et al. (1997) reported that shyness was negatively associated with parental high‐power parenting attitudes (e.g., “I do not allow my child to question my decisions,” “I believe that scolding and criticism make my child improve”) in Chinese children. Kim et al. (2008) found shyness was positively associated with social support from parents in Korea, whereas the association was not significant in Australian children. These results indicate that, unlike their Western counterparts, shy children in East Asia receive parental support, experience little pressure from parents to change their behavior, and, in general, live in a relatively desirable social environment.",96,Shyness,1.0
"Different cultural values are also reflected in peer attitudes toward social withdrawal. In Western societies, shyness is typically associated with negative peer attitudes, such as peer rejection or exclusion, because shy children are often seen by peers as incompetent and deviant (Rubin et al., 2009). In societies where social asser- tiveness and self‐expression are less valued, peers tend to have more positive perceptions of shyness and are more likely to accept shy children. Different peer attitudes toward children’s shyness have been found in a series of studies conducted by Chen and colleagues in the early 1990s in Canada and China (e.g., Chen et al., 1992; Chen et al., 1997). In an observational study conducted in 1996–1997 with samples of four‐year‐olds, Chen, DeSouza et al. (2006) found that peers were more likely to use direct demands, verbal teasing, or other negative social strategies when making voluntary initiations to shy children than to non‐shy children in Canada, whereas peers used similar strategies in their initiations to shy and non‐shy children in China. When shy children made social initiation, peers were more likely to display overt rejection, disagreement, and intentionally ignoring in Canada but responded more positively by showing approval and support in China.",62,Shyness,1.0
"It should be noted that social attitudes toward shyness in Chinese children have become increasingly nega- tive in recent years as China has changed rapidly to a competitive market‐oriented society in which individual assertiveness and initiative‐taking are required to adapt and achieve success in the environment. For example, Chen and colleagues (2014) and Yan et al. (2016) found in urban Chinese samples that children’s shyness was positively associated with parental power‐assertive parenting and negatively associated with parental support. In addition, several recent studies showed that shyness in childhood and adolescence was positively associated with peer rejection in urban China (e.g., Chen et al., 2005; Liu et al., 2015; Liu et al., 2018).",96,Shyness,1.0
"Developmental outcomes. According to the contextual‐developmental perspective, culture may affect the functional meaning of children’s behaviors as indicated in their developmental outcomes. In societies where shyness is viewed as an undesirable characteristic, children who display shy behavior may receive negative social evaluations, which in turn may make the children feel frustrated and distressed. The adverse social environment and negative reactions of shy children in turn may result in the development of adjustment problems. In societies in which shyness is viewed as more normal or even desirable, however, shy children may receive social support, which helps them learn skills to function in the society, form social relationships, and develop self‐confidence and positive self‐regard. In this environment, shyness may be associated with less problems and more positive developmental outcomes.",165,Shyness,1.0
"Shyness is generally associated with adjustment problems, including social incompetence, academic difficul- ties, negative self‐regard, and other internalizing problems in Western cultures (e.g., Hughes & Coplan, 2010; Rubin et al., 2009; Schmidt & Buss, 2010). Liu and colleagues (2015), for example, found that shyness is associ- ated with loneliness and depressive symptoms in Canadian children. In a 19‐year longitudinal study, Asendorpf et al. (2008) found that children rated as shy by their parents at 4 to 6 years old experienced more difficulties in establishing career and first stable partnership at the age of 23. Gest (1997) found in a longitudinal study with an American sample that shyness in childhood was associated with poor social relationships, low quality of life, and emotional distress in early adulthood.",165,Shyness,1.0
"Shyness seems to be associated with fewer negative outcomes in more collectivistic and less competitive societies. Kerr et al. (1996), for example, found that shyness was not related to career stability, income, or",165,Shyness,1.0
"education level in Swedish men, though it predicted later marriage and parenthood. Kerr and colleagues (1996) explained that Swedish society was not highly competitive due to the well‐established support and welfare system. Moreover, the egalitarian values endorsed in the society might guide people to view shy behavior posi- tively and thus reduced the differences between shy and the non‐shy men. Chen and colleagues (2009, 2020) explored, in a Chinese sample, how behavioral inhibition in toddlerhood, a temperamental antecedent of shy- ness, was related to social and school adjustment in childhood and adolescence. The results indicated that children who were inhibited at two years of age showed more positive social outcomes, such as peer preference and social integration, and positive school attitudes and academic achievement at age seven. Moreover, inhib- ited children in China continued to function competently in social and school adjustment in late adolescence. The data on behavioral inhibition in these studies were collected in early 1990s. Recent research (e.g., An & Eggum‐Wilkens, 2019; Liu et al., 2015; Liu et al., 2018; Nelson et al., 2015) suggested similar relations between shyness and adjustment problems in Chinese and North American children. In a study with Indian children, Bowker and Raja (2011) found that shyness was positively associated with loneliness and socioemotional diffi- culties, although the magnitude of the associations appeared smaller than that in North America. Taken together, findings from research programs in different countries indicate that cultural values may shape, to various extents, the developmental significance of shyness in terms of its relations with adjustment outcomes.",96,Shyness,0.7998741971506218
"Xu and colleagues (2007) identified two distinct types of shyness in Chinese children, anxious shyness and the regulated shyness. Anxious shyness is a type of shyness that has been studied extensively in Western socie- ties; anxious‐shy children experience fear and low self‐confidence in social situations and are concerned about social evaluation. In contrast, regulated shyness refers to acquiescent, nonassertive, and unassuming behaviors such as “behaving modestly” and “not showing‐off,” in social interactions. Different from anxious‐shy children, regulated-shy children constrain their social initiative and activities in order to fit in the group and maintain group harmony. It is argued that children displaying regulated shyness are perceived as well‐behaved and polite (Özdemir & Cheah, 2015). A common feature of anxious shyness and regulated shyness is the low frequency of interactions that children display in social settings. According to Xu and Krieg (2014), however, the two types of shyness are associated with different adjustment outcomes. Research results have indicated that regulated shyness is positively associated with higher peer preference, effortful control, and prosocial behavior, and nega- tively associated with loneliness and internalizing problems, whereas anxious shyness is positively associated with social and psychological difficulties (Xu et al., 2007; Xu et al., 2014; Xu et al., 2008). Özdemir and col- leagues (2015) also identified these two types of shyness and found that they were similarly associated with indexes of adjustment among children in Turkey.",96,Shyness,1.0
"An interesting question is whether nonanxious regulated shyness, which seems to represent a regulated behavior based on self‐control, is similarly associated with positive adjustment outcomes across cultures (Chen, 2019). It appears reasonable to argue that the pattern of associations between regulated shyness and adjustment is cross‐culturally similar although the magnitude of the associations may be greater in cultures, such as East Asian cultures, that place higher value on the regulation of behaviors. A related issue is the associa- tions seem to reflect the constructive role of behavioral regulation, which tends to be positively valued and encouraged in most societies (Eisenberg et al., 2006; Zhou et al., 2009). If this is the case, Xu et al.’s work (2007) may be largely concerned with comparisons of shyness and regulation (or regulation in a specific form such as “not showing‐off ”), rather than different types of shyness. It will be interesting to examine these issues in future research.",-1,Noise / Outlier,0.0
Exploring Culture and Unsociability From a Contextual‐Developmental Perspective,-1,Noise / Outlier,0.0
"Among the various forms or types of social solitude or withdrawal, shyness has received the most attention from researchers perhaps because: (1) it is believed to indicate social incompetence or failure to satisfy the personal desire for social interaction; (2) it is associated with negative emotions, such as fear, anxiety, and dissatisfaction; and (3) it represents a risk factor in the development of psychopathological outcomes (Rubin et al., 2009). Nevertheless, there is emerging interest in recent years in other types of children’s",241,Shyness,1.0
"social withdrawal. Among these types, unsociability has received increased attention from researchers, who have investigated its nature and developmental significance often in comparison with those of shyness (e.g., Chen et al., 2011; Liu et al., 2015). According to Asendorpf (1990), whereas shyness is derived from a combi- nation of high approach and high avoidance motivations in social settings, unsociability may reflect a com- bination of low approach and low avoidance motivations. Unsociable children have a low desire to initiate or participate in social activities but may not avoid interaction when others approach them (Asendorpf, 1993). In other words, although unsociable children initiate fewer social interactions than sociable children, they do not turn down social invitations (Bowker & Raja, 2011). Moreover, when involved in social interactions, they can demonstrate adequate social skills and be engaged similarly as their sociable peers (Asendorpf & Meier, 1993).",99,Shyness,1.0
"There are different, and even conflictual, arguments in the literature about the nature of unsociability in Western children. On the one hand, the theories that emphasize the role of social interactions in social and cognitive development (e.g., Cooley, 1902; Hartup, 1996; Piaget, 1932) suggest that unsociable children may miss out on the opportunity to learn from others and to practice their interpersonal skills, such as cooperation, negotiation, and problem‐solving, in social settings. As a result, these children may develop inappropriate behaviors, lack social support systems, and fall behind others in social and cognitive areas. In this sense, the developmental outcomes of unsociability may be similar to those of shyness. On the other hand, children in Western societies are expected and encouraged to develop autonomy and self‐direction (Grolnick, 2012; Maccoby & Martin, 1983; Ryan & Deci, 2000). Unsociability as a form of preference for solitude may be regarded as an autonomous expression of personal choice (Coplan & Armer, 2007; Leary et al., 2003). Thus, unlike shyness, unsociability may not indicate social failure or incompetence. Indeed, unsociability in early childhood, which is mostly indexed by solitary, quiet behavior (i.e., quiet exploration and solitary constructive activities) in social settings, is regarded as relatively benign (Coplan et al., 2018; Rubin, 1982). In adolescence and adulthood, engagement in solitary activities or spending time alone for self‐exploration, self‐reflection, or stress reduction is also thought to have benefits for well‐being (e.g., Goossens, 2014; Larson, 1997; Leary et al., 2003; Long & Averill, 2003).",99,Shyness,1.0
"The results of limited studies seem to show that unsociability is not necessarily associated with social and psychological problems (e.g., Asendorpf & Meier, 1993; Coplan et al., 2019; Harrist et al., 1997). Coplan et al. (2004) found that unsociability was related to longer attention span and less negative emotionality than shy- ness. Harrist et al. (1997) found no significant differences between unsociable children and nonwithdrawn children; both were more competent than shy children on social‐information processing tasks and teacher‐ rated social performance. Similarly, Coplan and Weeks (2010) found that unsociable children reported more positive school attitudes than others. Some findings indicate that relative to sociable children, unsocial children are viewed as less likable by others (e.g., Coplan et al., 2007; Coplan & Weeks, 2010). However, it appears to be the case that unsociable children are not more vulnerable than others to internalizing problems, such as depres- sive symptoms, loneliness, and social anxiety (Coplan et al., 2004; Coplan & Weeks, 2010; Coplan et al., 2013). Nelson and Evans‐Stout (2019) found that teachers viewed unsociability as indicated by solitary‐passive behav- ior as less undesirable than shy‐reticent behavior in kindergarten and elementary school children. Bowker and Raja (2011) argue that because they do not actively avoid opportunities for peer engagement, unsociable chil- dren may get just enough social interaction, which may allow them to avoid potential harms associated with social isolation. From a cultural perspective, the relatively “benign” outcomes of unsociability in Western chil- dren are inevitably related to the values of autonomy, self‐decision, and personal choice in the society. These values help reduce negative social evaluation and associated stress and distress that unsociable children experience.",99,Shyness,1.0
"In societies where interdependence and group affiliation are highly emphasized (Chen, 2010; Greenfield et al., 2006), individuals are encouraged to develop social connectedness and integration and commitment to the group. Children and adolescents are required to function in group context and to contribute to group well‐ being (Chen & French, 2008). Unsociability and preference for solitude are inconsistent with group orientation and are likely to lead to social disapproval in these societies. Unlike shy children, who have the desire to interact with peers but the social approach tendency is inhibited by social fear and anxiety (Asendorpf, 1991), unsociable",-1,Noise / Outlier,0.0
"children display a lack of intention to interact with, and maintain distance from, others. Peers are likely to rec- ognize the behavioral manifestations of shy and unsociable children derived from different social motivations and react differently to them in interactions. In the group‐oriented context, whereas shy children may obtain support from others to engage in interactions, unsociable children may be perceived as deviant, selfish, and anti‐collective and thus may be isolated from others and have low social status (Chen et al., 2011). The undesir- able social experiences of unsociable children in turn may result in school difficulties and emotional problems, such as social dissatisfaction and feelings of depression.",99,Shyness,0.47152602391623333
"Studies conducted in Chinese societies with Confucian collectivism as the primary principle in guiding social activities have consistently shown links between unsociability and pervasive adjustment problems (e.g., Coplan et al., 2016; Chen et al., 2011; Liu et al., 2015). Coplan and colleagues (2016), for example, found in China that, compared with “average” children, unsociable children were more likely to be isolated and victimized by peers. Moreover, unsociable children were rated by teachers as less competent, had more learning problems, and reported higher levels of loneliness and depression. In a sample of Chinese school age youth, Zhang and Eggum‐Wilkens (2018) found that peer‐reported unsociability was associated with peer rejection and exclusion and school maladjustment. However, self‐reported sociability was not associated with problems. The authors suggest that unsociable Chinese adolescents have difficulties with peers and at school only when they are per- ceived as unsociable by peers. It is likely that peer perceptions and evaluations serve as important mediators in the associations between unsociability and social and school problems.",-1,Noise / Outlier,0.0
"An interesting issue is how the functional meaning of unsociability in children may be influenced by macro‐ level social, economic, and cultural changes. Chen et al. (2011) found in a rural region of China where tradi- tional values have been maintained that, whereas shyness was generally associated with indexes of adjustment (e.g., social status, teacher‐rated competence, and academic achievement), unsociability was associated with peer rejection and broad school and psychological problems (e.g., teacher‐rated learning problems, depression) in school‐age children. As individual independence and autonomy are increasingly encouraged in recent years in urban China, shyness in childhood has been found to be associated with maladaptive outcomes (e.g., Chen et al., 2005; Liu et al., 2015). The social change, however, has not evidently affected the meaning of unsociabil- ity; unsociable urban Chinese children still experience more adjustment difficulties than their counterparts in Canada (Liu et al., 2015). Researchers should investigate whether unsociable children become better adjusted as China continues to change toward a more urbanized society in the future.",-1,Noise / Outlier,0.0
"Issues, Implications, and Future Directions",163,Implications,0.3575055588803825
"It has been argued that social interactions are important for children to understand norms and expectations for appropriate behaviors, learn various skills in social problem‐solving, form meaningful relationships with oth- ers, and obtain healthy psychological outcomes (e.g., Hartup, 1992). Thus, children who withdraw into solitude are often viewed as at risk for developing socioemotional and cognitive problems (e.g., Rubin et al., 2009). Research from different cultures suggests that this argument is not correct. Social withdrawal may be mani- fested in different forms due to different underlying motivations. As the major forms or types of social with- drawal, for example, shyness and unsociability may have different meanings and are associated with different developmental outcomes across cultures (Chen, 2019). Among the different types, however, only shyness has been extensively studied in Asian and Western societies, although researchers have recently paid increased attention to cultural influence on unsociability (Coplan et al., 2016; Bowker & Raja, 2011; Zhang & Eggum‐Wilkens, 2018).",99,Shyness,0.49538552816529985
"Researchers have recently studied social avoidance (active evasion of social interactions) and its relations with adjustment (Coplan et al., 2018; Ding et al., 2019). Based on limited evidence, it appears that social avoid- ance is related to peer relationship difficulties and internalizing problems in different societies (Ding et al., 2019). Yet, it remains to be investigated what social avoidance means and how it is related to indexes of socioemo- tional functioning in different cultural settings.",162,Avoidance,1.0
"Some other constructs that are related to social withdrawal include self‐conscious shyness (Eggum‐ Wilkens et al., 2015) and positive shyness (Colonnesi et al., 2013; Colonnesi et al., 2014 – see also Hassan",-1,Noise / Outlier,0.0
"et al., Chapter 2). Self‐conscious shyness refers to emotional reaction to being socially exposed and the center of attention from others, especially authority figures. This type of shyness may be manifested as embarrassment and blushing (Crozier, 2010; Eggum‐Wilkens et al., 2015). It will be interesting to investi- gate self‐conscious shyness in different cultures. Positive shyness, which was recently proposed by Colonnesi et al. (2014), refers to the positive expression of shyness (i.e., coy smile) that infants use to regulate emo- tions in anxiety‐provoking situations. According to Colonnesi et al. (2014), positive shyness may serve to enhance prosociality, sociability, and trust. If this were the case, it seems reasonable to expect that positive shyness is generally associated with adaptive developmental outcomes, although culture may modify the associations depending on how it is supported by adults and peers during socialization.",9,Shyness,0.9345246449174432
"Most extant studies on social withdrawal in children and adolescents have been conducted in Western and East Asian societies. It will be important to expand the research to other societies. Relatedly, it will be important to examine the processes through which cultural contexts shape the display and development of social with- drawal. According to the contextual‐developmental perspective (Chen, 2019; Chen & Schmidt, 2015), for exam- ple, cultural norms guide adults’ and peers’ evaluations of and responses to behaviors in social interactions, which in turn serve to regulate children’s behaviors. At the same time, children actively participate in social interactions through constructing cultural norms for group activities and reacting to social evaluations and responses. This perspective may help future explorations of the processes of cultural influence on children’s social withdrawal.",24,Cultural,1.0
"The implications of social change for individual development are an important topic in developmental sci- ence (Chen & French, 2008; Silbereisen & Chen, 2010; Zeng & Greenfield, 2015). It has been argued (Chen, 2015; Kagitcibasi, 2012) that although urbanization and modernization in many developing countries may allow for greater individual autonomy, social change may not necessarily weaken the significance of group‐oriented values. Traditional and new values may serve different functions in human development and thus may coexist through integration and organization. It will be interesting to investigate different types of social withdrawal in changing contexts.",193,Culture,1.0
Behavioral Inhibition and Psychopathology in Childhood,19,Introversion,0.3067863259357902
"The construct of temperamental behavioral inhibition (BI) was introduced by Kagan to refer to children exhibiting fearfulness, withdrawal, and reticence in response to unfamiliar objects, people, and situations (e.g., Kagan et al., 1984; Kagan et al., 1987). BI overlaps with a number of constructs in the literature such as introversion, social withdrawal, and shyness (Rubin & Coplan, 2010; Martin et al., 2016), but is uniquely distinguished by reticence in both novel social and nonsocial situations. In contrast, introversion is a much broader trait construct that encom- passes a number of facets, including low levels of positive affect, sociability, assertiveness, activity, and excitement‐ seeking (Watson et al., 2015). Similarly, social withdrawal is a broad and heterogeneous construct that can include both an avoidance of, and lack of interest in, social interactions (Coplan & Armer, 2007). Whereas BI refers to reti- cence in response to a range of unfamiliar situations and stimuli, shyness refers to wariness and discomfort with unfamiliar people and in social‐evaluative contexts (Eggum‐Wilkens et al., 2015). However, as discussed below, shyness may be a developmental outcome of early temperamental BI (Kochanska & Radke‐Yarrow, 1992).",19,Introversion,1.0
"In this chapter, we briefly summarize the literature on the stability of BI and its expression across develop- ment. Next, we discuss factors that may influence the development and maintenance of BI. In the third section, we review the links between BI and risk for problematic outcomes in the areas of socioemotional functioning and psychopathology, including moderators of the development of psychopathology. Finally, we offer sugges- tions for future research to further elucidate the development and consequences of BI.",63,Bi,0.9715950888297405
Stability of Behavioral Inhibition,-1,Noise / Outlier,0.0
"As a temperament trait, BI should be at least relatively stable, although some change is expected due to development and changing life contexts and events. Initial studies by Kagan and colleagues examined 21‐month old children classi- fied as having either high or low levels of BI based on structured laboratory observations. BI was moderately stable at ages 4 (r = 0.51; Kagan et al., 1984), 5.5 (r = 0.52; Reznick et al., 1986), and 7.5 (r = 0.67; Kagan, Reznick, Snidman, Gibbons, & Johnson, 1988) years. Scarpa et al. (1995) reported significant, but lower, stability for BI in a large, unselected sample of Mauritian children at ages 3, 8, and 11 years (rs = 0.10–0.21). In a longitudinal study, Gest (1997) reported moderately high stability (r = 0.57) for interviewer‐rated BI from childhood (mean age 10) to young adulthood.",189,Stability,1.0
"In general, studies using laboratory assessments of BI and longer intervals show lower stability com- pared to shorter follow‐ups and studies using parent‐report measures (Pérez‐Edgar & Guyer, 2014). In addi- tion, samples of individuals selected for high and low levels of BI (e.g., the top and bottom 20% of the distribution) report greater stability relative to unselected samples (Pérez‐Edgar & Fox, 2005). Moreover,",189,Stability,1.0
"elevated BI across multiple assessments is more stable than BI from a single assessment point (Kagan, Reznick, & Snidman, 1988; Scarpa et al., 1995). For example, Kagan and colleagues (1988) showed signifi- cant differences between inhibited and uninhibited children at age 4 only when including children who fell at the top and bottom of the distribution of behavioral inhibition at both 14 and 20 months. Thus, some children remain stably high and low on behavioral inhibition whereas others change across development. Moreover, children who are stably inhibited have higher rates of psychopathology than children whose level of BI changes (Hirshfeld et al., 1992).",63,Bi,0.7811765357332957
"The modest stability of BI may reflect measurement error, as lab observations and parent reports may be affected by many sources of variance besides trait BI. Alternatively, BI may encompass different subgroups or may be a multidimensional construct. Buss and McDoniel (2016) differentiate children who are inhibited across high and low threat contexts from children who are fearful only in high threat contexts. Children who are fear- ful even in low‐threat contexts exhibit substantially heightened stress reactivity (Buss et al., 2004), greater atten- tional bias away from threat (Morales et al., 2015), and social reticence into early childhood (Buss et al., 2013). Another source of heterogeneity may include the distinction between social and nonsocial fear. BI has tradi- tionally been assessed using laboratory measures that include both novel social and nonsocial contexts. However, lab measures of BI in social and nonsocial contexts are not significantly associated (e.g., Dyson et al., 2011). Moreover, Dyson et al. (2011) found that social and nonsocial BI had different correlates. For exam- ple, BI in social contexts was significantly associated with social, but not specific, phobias and BI in nonsocial contexts was associated with specific, but not social, phobias.",189,Stability,1.0
"BI has been examined, and may be expressed, somewhat differently at different ages.",-1,Noise / Outlier,0.0
"Kagan and colleagues have shown that high motor and emotional reactivity to novelty during infancy, as indicated by thrashing and emotional distress (e.g., crying), predicts inhibited behavior during the toddler years and may be an early expression of BI (Fox et al., 2015; Kagan & Snidman, 1991). When followed into preschool and kindergarten, behaviorally inhibited children tend to engage in more solitary play and show greater reti- cence in approaching social situations than their uninhibited peers (Coplan et al., 2009; Gersten, 1989; Rubin et al., 2002). As a result, these children may miss critical opportunities during formative years to develop adaptive social capabilities.",47,Shyness,0.5279494508796908
"Caspi et al. (2003) found that as adults, children who were inhibited at age three were overcontrolled and nonassertive during social interactions compared to their less inhibited peers. Informants described them as being less affiliative and having less interest and being less engaged in daily activities. There were also sex dif- ferences in some outcomes. Inhibited girls were more likely to pursue marriage, homemaking, and mother- hood, while inhibited boys took longer to achieve conventional milestones such as marriage, fatherhood, and stable careers (Caspi et al., 1989).",30,Shyness,0.49711716736062866
Factors Contributing to Development and Maintenance of BI,63,Bi,1.0
"Kagan and colleagues (1988) suggested that BI resulted from an oversensitive amygdala, with a lower threshold for engaging a fear response, thereby heightening reactivity to unfamiliar and novel stimuli. In addition, there may be impairments in self‐regulatory processes prolonging the fear response and delaying a return to equilib- rium (Fox et al., 2005). In the next section we summarize data on genetic, biological, cognitive, and environ- mental risk factors associated with the development and maintenance of BI.",126,Attentional,1.0
Genetics,65,Bi,1.0
"Twin studies comparing concordance between monozygotic and dizygotic twins have found that BI is moder- ately heritable (Eley et al., 2003; Smith et al., 2012). For instance, Eley and colleagues (2003) found that genetic influences accounted for two‐thirds of the variance in shyness and inhibition among preschool‐aged children. Moreover, in the MacArthur Longitudinal Twin Study, there was moderate‐to‐substantial heritability of a latent variable reflecting multiple measures of BI at 14, 20, 24, and 36 months (Smith et al., 2012).",65,Bi,0.778970709902326
"Although BI appears to be at least partially heritable, the specific genetic influences remain elusive (see Clauss, Avery, & Blackford, 2015 for a review). To date, the majority of molecular genetic studies of BI have used linkage analysis, which is generally underpowered for polygenic phenotypes, and candidate gene associa- tion studies, which are prone to false‐positive findings and fail to consider non‐hypothesized genetic variants that may be associated with the phenotype. Unfortunately, the preferred approach of genome‐wide association studies (GWAS) has not yet been applied to BI.",65,Bi,0.8655337466240841
