Document,Topic,Topic_Label,Probability
"This leads us to a major challenge for future empirical and practical gerontology—how to decide whether an individual is demonstrating a negative withdrawal within the mid-life metaworld, or is in the process of transforming this metaworld into a new one, in the process toward gerotranscendence. The very first and most important step is, of course, to recognize if there is something called gerotranscendence. The next step is to discover its characteristics.",117,Gerotranscendence,0.7581041050420638
"As in Jung’s theory of the individuation process, gerotranscendence is regarded as a possible final stage in a natural progression towards maturation and wisdom. It defines a reality somewhat different from the “normal,” mid-life reality which we often tend to project on old age. Even if Bernice Neugarten and colleagues (1964) early on wrote about the contemplative nature of the inner lives of old people and Clark and Anderson (1967) described how older people turn away from the competi- tive values of mid-life, many theories have, as earlier described, been based on the assumption that “good aging” equals continuity and preserv- ing mid-life ideals, activities, and definitions of reality. The theory of gerotranscendence takes a perspective that emphasizes change and development.",21,Gerotranscendence,1.0
"The term gerotranscendence has been chosen because many of the related changes, crises, or developmental characteristics described by oth- ers involve various ways in which elderly people break through old bound- aries or transcend developmental crises when moving on to a new stage",22,Gerotranscendence,0.4836165146489628
"in life. Thus, in this context, the word transcendence is used in this simple sense, not in the religious or metaphysical sense.",74,Transcendence,0.5634806424015836
This chapter has reviewed the beginning of the theory of gerotrans- cendence. The following chapters report on the search for empirical evidence and elucidation.,139,Gerotranscendence,1.0
The Qualitative Content of Gerotranscendence3,3,Gerotranscendence,1.0
"t was stated earlier in this book that we need to reach a phenomeno- logical understanding of aging from the individual’s inner perspec- tive, rather than it being observed, defined and understood from the",71,Gerotranscendence,0.9731134527353983
"perspective of the scholar. It is the aging individual’s subjective meanings attached to activities, values, goals in life, and understanding of aging that we need if gerontological theorizing is going to be renewed. This chapter reports on such a phenomenological and qualitative step on the road towards the theory of gerotranscendence.",-1,Noise / Outlier,0.0
"The outcome is based on in-depth interviews with 50 people recruited after a lecture on some early tentative ideas about the theory—basically corresponding to the content of the previous chapter in this book. After a newspaper interview with the author of this book about the ideas behind the theory a lecture announced in the newspaper article attracted no less than 500 people, most of them in the second half of life, but also a handful of younger ones.",1,Nursing,1.0
"After the lecture the question was asked if there was someone in the audience who might recognize something of the ideas presented in their own personal development, and if they were willing to be interviewed about their developmental experiences. The 50 people who volunteered, between 52 and 97 years of age, were interviewed some months later by",18,Childhood,0.46629085093713235
48,19,155,1.0
"a collaborating psychologist. So, this was a self-selected group of people who, not only from the very beginning felt attracted by the ideas of a personal development continuing into old age, but also recognized such a development in themselves, and were willing to be interviewed about it. The interviews, carried out in 1991, were semistructured, i.e., some theoretically generated themes were discussed but the conversations had an open format. For each theme, the goal was for the interviewer to guide the conversation as little as possible.",18,Childhood,0.2531004501609681
"The interviews, lasting from one to three hours, were tape-recorded and transcribed, i.e., they were listened to several times, and their essential parts were identified and written down. The resulting 1,250 pages of text constitutes the empirical basis for the present analysis.",-1,Noise / Outlier,0.0
"Each interview began with an open theme where the respondent simply was asked to tell about changes in attitudes and perspectives during life. Had anything changed since mid-life, and in such case what had changed? This was followed by specific themes generated by the prelimi- nary theory outline. The analysis as well as the following presentation are organized in terms of some major categories obtained during the open-theme interviews. The open theme generated three main dimensions of gerotranscendental change: 1) the cosmic dimension, 2) the self dimension, and 3) the dimension of social and personal relations.",37,Gerotranscendence,0.6984995330088697
"It is interesting to note that Achenbaum and Orwoll (1991) have reached similar dimensions in a psychogerontological analysis of The Book of Job. Job’s struggle towards wisdom is described as developmental changes in the transpersonal, intrapersonal, and interpersonal dimensions. This is a coincidence that came to our knowledge when the main dimen- sions of gerotranscendence were already established.",114,Wisdom,1.0
GEROTRANSCENDENCE AND ITS OPPOSITE,3,Gerotranscendence,0.7233526310670302
"Among the 50 respondents, some two or three, as exceptions, came to the lecture and agreed to be interviewed, not because they had experienced any development towards gerotranscendence, but because they felt that the developmental idea was interesting even if they could not identify any such change in themselves. Thus, the present material offers the possibility to demonstrate the qualitative content of gerotranscendence by comparing a gerotranscendent and a nongerotranscendent individual. In the following, then, a contrast is made between a respondent who",111,Gerotranscendence,0.7377301531984826
"seemed to have developed a lot even during late life, and a respondent who seemed to be trapped in the definitions of the first half of life.",-1,Noise / Outlier,0.0
Eva—Who Has Come a Long Way Towards Gerotranscendence,3,Gerotranscendence,1.0
"Eva, formerly a nurse, was 69 years old at the time of the interview. Though not from a poor family, she had a difficult childhood; her upbring- ing was strict and brutal. She was married and has three adult children. She experienced a deep crisis in connection with her divorce a number of years ago. She said about that:",38,Eva,0.6794330635574719
"I don’t think a person should ask for crises, but I think that we learn something from the crises we go through.",75,Crises,0.8704521176970682
"In answering the open question about whether she has changed her attitude towards life and herself, she described a rather radical change in perspective:",-1,Noise / Outlier,0.0
"Using an analogy, earlier I used to feel that I was out on a river being carried away by the stream without being able to control it. Even if I wanted to go ashore I couldn’t control it; I was carried away both from pleasant and unpleasant things. But today I feel like the river. I feel like I’m the river. I feel that I’m part of the flow that contains both the pleasant and the unpleasant things.",-1,Noise / Outlier,0.0
"In contrast to the earlier experience of being a powerless object thrown back and forth in “the river of life,” Eva now perceives herself as a part of the flow of life itself. The boundary between herself as an object and the universal life has been transcended. Eva came back to this type of change several times during the interview. Now she feels that she “participates in a wider circle, in humanity.”",38,Eva,0.32023040686270915
"Her perception of time has also changed. Eva now sees time as circular rather than linear. She realizes now that she, in fact, has always lived in a circular time frame without understanding it. According to Eva, this is particularly true of women:",34,Immortality,0.4627403020835723
"I mean, she gives birth after 9 months, she has her monthly periods, she hangs out her wardrobe in the spring and brings it in the fall, and so on. There are a lot of examples of circularity in women’s lives.",34,Immortality,0.46798932449274233
"Eva’s circular time also implies that “one always lives with the past and the future” as she put it. One lives in different times simultaneously. In other words, Eva has transcended the boundary that we normally draw between past, present, and future. She also has strong links with her ancestors, “because I [literally] live very much in the time of my ancestors’ generations, too.” About her feeling of kinship with earlier generations she said:",34,Immortality,0.582371811705685
That’s immortality. The genetic chain that coils.,34,Immortality,1.0
"In this coiling genetic chain, Eva sees a form of eternal life. It is only natural that she does not fear death:",34,Immortality,0.9384804028348109
"No, it’s quite a natural part of life.",104,Disease,1.0
"In her formulation of “immortality in the coiling genetic chain,” Eva in a way combines science and faith (or mysticism), a unification of scien- tific genetics and the immortality of mysticism and faith. The boundary between science and mysticism is transcended. Eva pointed out that she is not at all religious. Nevertheless, she has come to accept science and faith as equal:",34,Immortality,0.938340525448743
Some people stick with a natural science theory and other people stick with a religious theory. One theory is just as good the other. Some things are unanswered.,14,Theory,1.0
"With this complete change in her attitude towards life, Eva has also noticed that the sources of joy in life have changed:",112,Eva,1.0
"Well, earlier it may have been things like a visit to the theater, a dinner, a trip. I wanted certain things to happen that I was a little excited about  My best times [now are] when I sit on the kitchen porch and",89,Times,1.0
"simply exist, the swallows flying above my head like arrows. Or a spring day like this when I can go to my nettle patch and pick nettles for soup.",149,Gerotranscendence,1.0
It is not only the definitions of “the cosmic dimension” that have changed for Eva. Her perception of who she is and wants to be has also changed. She has discovered sides of herself that she is now trying to change:,38,Eva,0.47591075290419715
". . . I wanted to keep things to myself. I wanted my inner space, my integrity. I used to think that integrity depended on keeping as much",161,Integrity,1.0
"as possible secret, on not giving yourself away. Also in my relationship to my husband I thought I wanted something that was my own. I think that has changed a lot. Feeling that my integrity doesn’t depend on that. It would have helped my marriage a lot if I’d realized that earlier.",161,Integrity,1.0
"Opening up her enclosed self to the outer world, Eva has achieved an ability to watch herself from the outside. Describing her change she said about her old self that:",38,Eva,0.45562944686549733
I couldn’t see myself from the outside.,-1,Noise / Outlier,0.0
Now watching her old self from the outside she can see a good deal of self-infatuation:,112,Eva,0.9929840401063715
"It was all narcissism. I remember as a girl, lying on the beach touching myself, touching and kissing my skin. Playing with a friend’s hair. I mean, it was all narcissism. This has changed a lot. I’m not the slightest bit worried about my belly or bad skin or the wrinkles in my face. It means nothing to me, nothing at all.",-1,Noise / Outlier,0.0
"In this statement, Eva not only demonstrates her new insights into herself, but also that she has transcended conventions about the body. She does not deny that her body is changing. It does not scare her. She has no need to separate body and mind in the way that many aging people do, i.e., to look at the aging body with disgust, claiming the exchangeability of the mind or the self. Separating body and mind has almost become the norm for the aging human being as well as for the gerontologist. In her book The Ageless self, Kaufman (1986) has introduced this separation between body and mind as part of the normal aging process. The self does not age, only the body. In this perspective, then, Eva’s aging is not “normal.” For Eva, changes occur in both body and mind. There is a self-developing in an aging body. Eva not only accepts, but enjoys, this development. Neither does she participate in the masquerade, as suggested by Biggs (2003, 2004), where masking the aging body with clothing, cosmetics, or surgery becomes part of a coping strategy to maintain identity.",-1,Noise / Outlier,0.0
"Also in relation to other people, Eva has become a different person. She is more open to other people today. At the same time, she has become more restrictive in her choice of friends and company. She has abandoned the big circle of friends:",38,Eva,1.0
". . . I think it’s more fun to . . . I go to an older woman that I know, sit and talk to her. I get much more out of this than going to parties and being with a lot of people where you really don’t talk so much with people.",9,Organize,1.0
Being with a lot of people used to involve a good deal of make believe and disguise which Eva has now abandoned:,38,Eva,0.9137484843472863
"I somehow walked around and played “the discreet charm of the bour- geoisie,” 4 and I did it well   I adjusted a great deal to the roles people",89,Times,1.0
"expected me to play. I have been a very well-behaved little middle-class girl, but I’m not anymore.",159,Play,1.0
"Having the courage to be herself, Eva today dares to say and do things that she did not dare to earlier out of fear of breaking the rules and embarrassing herself:",38,Eva,0.7621977153551334
I’m old enough and wise enough to dare to do dumb things.,158,Dare,1.0
"However, when asked if it has become easier with age to make wise decisions and give good advice to other people, Eva answered:",99,Decisions,0.5132081464315974
"Well, it’s easier to make both dumb and wise decisions, but there is one thing that I find easier today. That is to refrain from giving good advice.",99,Decisions,1.0
"For Eva, the previously clear difference between good and bad advice has been transcended. Eva thinks that deciding what is good and what is bad is not as easy as it previously seemed to be, particularly where other people are concerned. Eva is happy and satisfied with her life today. She radiates satisfaction with life.",-1,Noise / Outlier,0.0
Greta—Who Seems to be Stuck in Her Development,97,Greta,0.956561718036901
"A person who does not radiate any real satisfaction with life is Greta. Greta is a former schoolteacher, 72 years of age at the time of the interview. She grew up in a quiet and safe middle-class environment, but her mother died when she was only 13 years old. Greta has been a widow for several years and has two adult sons. She also had a daughter, but the girl died",147,Greta,1.0
"at 15 years of age. Her husband, who was very domineering, died when the children were in their first school years.",-1,Noise / Outlier,0.0
"Thus, like Eva, Greta has gone through difficulties in her life, but she does not seem to have been able to turn them into something positive. Instead, the crises in her life have been compounded. Answering the open question about whether she may have changed her attitude towards life and herself, she just told about how meaningless life became after she retired:",97,Greta,1.0
"I thought that as a senior citizen I would be active, have adventures, but this just hasn’t happened. It’s like my feet have been knocked out from under me. I’m surprised that I gave up that easily. I quickly fell into a life as a senior that is rather pointless for me  I miss my work",-1,Noise / Outlier,0.0
a lot. I miss the satisfaction of working.,1,Nursing,0.9619663216455288
"Greta has not experienced any considerable changes in perspective when it comes to her perception of herself and the surrounding world. Rather, she seems to cling firmly to middle-age ideals and definitions of reality. She evaluates herself within these frames of reference and arrives at discouraging conclusions:",147,Greta,1.0
"When I watch myself it’s mostly disappointing. Now I’m rather disinter- ested, unfortunately. I feel that I’ve used up my supply of .  I’m afraid",-1,Noise / Outlier,0.0
I have used up my supply of interest in other people and things like that.,-1,Noise / Outlier,0.0
"As Greta told her story, it sounded as if she had given up. Her interests and perspectives had not changed very much, they had just ceased.",97,Greta,0.7312870886991609
"About her relationships to other people, Greta said:",97,Greta,1.0
I’ve had an enormous social network but it’s also . . . I think I have,66,Social,1.0
. . . I’m not interested anymore. Disengaged and disinterested.,-1,Noise / Outlier,0.0
"Perhaps the cause of her disinterest is that she is still stuck in the patterns of middle-age. Measured in terms of middle-age performance ideals, neither Greta herself nor other senior citizens are worth much. Greta was to the point when she said:",-1,Noise / Outlier,0.0
"I’m not fond of seniors but, of course, I don’t need to be.",9,Organize,0.3800339921414412
It is evident that Greta includes herself in the category of people that she does not like. Greta is not satisfied with her life.,147,Greta,1.0
"The comparison between Eva and Greta might lead to the conclusion that Eva has succeeded, in the terminology of Erikson, Erikson, and Kivnick (1986), in attaining ego integrity in the face of despair, while Greta has not. But, there is more to it. Instead of just attaining a balance between ego integrity and despair, Eva transcends such opposites.",97,Greta,0.3781788739863797
"For example, Eva’s whole perspective has changed from floating powerlessly in the river of life to being the river itself. She is not just balancing the possible despair of being even more powerless in old age, she transcends it. Eva has also transcended the conventional way of per- ceiving her body. She has no need to separate body and mind. Again, this means more than just balancing or coping with an ageless self in an aging body. Instead, she transcends the duality.",-1,Noise / Outlier,0.0
THE COSMIC DIMENSION OF GEROTRANSCENDENCE,105,Cosmic,0.46844681919789344
Time and Childhood,64,Childhood,0.2433809346140038
Earlier we saw that Eva had changed her definition of time. The change in the concept of time is one of the dimensions subsumed under the heading “the cosmic dimension.” The interviewer introduced the time concept theme in the following way:,34,Immortality,0.2854323428643892
"Some people say that they have gradually come to a concept of time that is different from the one they had before. They say that, in early life and adulthood, they had a very clear idea of what is today and what belongs to yesterday, but that it has changed and they feel like they are able to be in two time periods at once. Their past may be present so strongly that they almost live in it, at the same time as they live in the present. Is this something that you recognize?",136,Transcended,1.0
"A few of the respondents answered “yes” to the specific question, but the majority slid over to reports on how childhood has come more alive in their older days.",-1,Noise / Outlier,0.0
"The fact that people, irrespective of any transcendence of time, begin to think more about childhood experiences and places is well illustrated by the 86-year-old woman who said:",-1,Noise / Outlier,0.0
"You go back to childhood almost daily. It comes without reflection. I talked to a good friend about this . . . We both go back to the town where we grew up [in our thoughts] . . . Childhood means much more than one thinks, I go back to it all the time.",64,Childhood,0.5047686868482488
A 79-year-old woman expressed a similar view saying that it both pleases and scares her: “Now I’m almost 80 and now I dare to remember my childhood.” She added:,163,Childhood,1.0
"The older you get, the more you remember of your childhood. There’s a dangerous trap in this. I have heard about that all my life.",163,Childhood,0.9836415916591142
"Thus, when she realized that recalling the experiences of childhood was beginning to mean a lot to her, she became frightened. She interpreted it as a negative sign of her own aging. She had not come up with this negative interpretation herself. She said: “I have heard about that all my life.” Thus, the pleasure that this woman finds in recalling her childhood is offset by the negative interpretation of returning to childhood that she has internalized.",163,Childhood,1.0
The Connection to Earlier Generations,58,Transcended,1.0
"The descriptions of transcendence of the time dimension and the impor- tance of childhood in several cases drifted over to another theme, namely the relation to earlier generations of people. A 72-year-old man describes how the distance to the 17th century has decreased:",-1,Noise / Outlier,0.0
"If we take the 17th century, it used to be (earlier, in my younger years) tremendously distant, but today I don’t think that the 17th century is all that far away. It is somehow as if it has come nearer. And everything in history has come nearer.",-1,Noise / Outlier,0.0
"A 65-year-old woman, during the conversation about time and child- hood, told of an experience of kinship with earlier generations:",101,Kinship,1.0
". . . I particularly remember one night, I looked out and saw the moon",89,Times,0.48140590520835147
". . . suddenly I got the thought that it was the same moon and the same sun that the Greek philosophers describe, it was just as if . . . you know, such a strange feeling that . . . I can’t explain . . . a feeling of kin- ship . . . yes, that’s it.",16,Rejoicing,1.0
"We also recall that Eva perceived “the coiling genetic chain” as her immortality. In both these cases, the feeling of kinship and affinity with earlier generations has been expressed in more general terms. In one case as a general kinship with previously living people, in the other case as a definition of immortality.",34,Immortality,1.0
In the interview the interviewer introduced the theme in a way that more directly related to the respondents’ own ancestors:,101,Kinship,0.9240331697250127
"Some people say that, during the course of life, they experienced a change in how they feel in relation to their ancestors. It’s a kind of increasing kinship with those who lived earlier, a feeling that you are a link in the chain of generations. Have you experienced this?",101,Kinship,0.9816080803850848
"This theme provoked many reactions in the respondents. The most promi- nent was the many reports about the wakening interest in genealogy. Several respondents had begun to seek their roots in this tangible manner. When describing their feelings of increased kinship with earlier gen- erations, respondents used expressions or metaphors showing that the kinship with ancestors has a very strong appeal. “It’s the desire under the elms, you know,” said a 65-year-old woman referring to an old movie classic.5 “Yes, yes, it is almost a religious feeling,” said a 71-year-old man.",101,Kinship,1.0
Life and Death,73,Fear,0.4564906759609072
The theme concerning life and death was introduced in the following way:,-1,Noise / Outlier,0.0
Some people experience changes during life in relation to the questions of life and death. Somebody who has feared death in his or her youth can get rid of the fear later in life. Others have always feared death. How do you feel about this?,95,Fear,0.9070171927691756
"There were various types of reactions to this question, but the common denominator was that the respondents did not, in general, fear death. They may fear dying, that it will be extended and painful, but not being dead. Some have had this feeling all their lives while others have achieved it later in life.",95,Fear,1.0
A 58-year-old man formulated an attitude that comes back in sev- eral interviews:,4,Depression,1.0
". . . much of life may be preparation for dying. It is in the character of maturation. I think it comes completely by itself. I don’t live in order to die, I want to live. But implicit in maturation is a greater and greater capacity for dying. Some kind of preparation. I think that eventually one dies quite naturally.",157,Dying,1.0
"This attitude, and consequently a decreasing fear of death, had come gradually during life. A couple of respondents describe a more sudden disappearance of the fear of death in connection with “near death experiences.”",95,Fear,1.0
"Irrespective of how people have come to terms with death, our interviews indicate the great importance this seems to have for gerotrans- cendence and positive maturation in old age. None of the respondents who either feared death or avoided the question showed any signs of development towards gerotranscendence.",-1,Noise / Outlier,0.0
Mystery in Life,100,Mystery,1.0
"This theme, focusing the acceptance of the mysteries of life, was intro- duced in the following way:",100,Mystery,0.66383132424084
"Some people say that they have come to accept that there are things in life that can not be explained with science or reason, things that must be left incomprehensible, part of the mystery of life. Do you recognize this?",100,Mystery,0.32787467699587713
Several respondents recognized this and many pointed out that it had been a gradual change during life. An 85-year-old woman said:,41,Gradual,0.9720345992466591
"I guess I have taken for granted [earlier] that science knows what it talks about. But now I have realized that there is an awful lot beyond the reach of human knowledge [and] especially senses, that we can’t know anything about.",-1,Noise / Outlier,0.0
The same woman said that there may be “knowledge categories” that are quite different from those that we are used to.,-1,Noise / Outlier,0.0
"A related thought was expressed by the 71-year-old man who thinks that what we can understand is limited by language. Language constrains us to a certain form of understanding, he says, and implies that tran- scending the barriers of language gives rise to new forms of understanding. He gives as examples music and painting, which may allow forms of understanding beyond those that can be expressed through language. This statement corresponds with Gamliel (2001) who observed that a group of people at a house for the elderly used to gather in silence before dinner:",-1,Noise / Outlier,0.0
"Sitting together silently, they transcended the borders of past and future time to live in a “sacred present” or a “limbo time.” By ignoring movements and sounds around them, they also transcended space . . . The",150,Transcendence,1.0
"silence transcends the barriers of language, probably yielding to new insights.",-1,Noise / Outlier,0.0
Transcendental Sources of Happiness,24,Transcendence,1.0
"The respondent quoted above had discovered music as a “gateway” to new insights. Similar experiences were related by a 77-year-old man who, however, kept them at a distance in front of the interviewer.",35,Music,0.16423193387522025
". . . one is, of course, a little softer now than before in certain situations. Above all, pretty music. The tears flow almost, well, my eyes get moist at least. There are other situations, too, . . . like drama and music. It wasn’t like that before. But now it’s a block that’s breaking down . . . you experience it as a sort of euphoria, feeling of happiness. It has come during the last few years.",35,Music,0.4334403595824506
"Regarded superficially, it may seem as though the man has simply become more interested in music or just has become more soft-hearted. The real meaning of this new source of joy can go deeper, however. The respondent himself says that it is a block that is breaking down. His experience of music borders on something that has previously been sealed off. Now, however, this block is released.",35,Music,1.0
"When the interview touched upon the joys of life and how these may have changed, there were many answers that can be seen as related to the example above. The transcendent Eva and many others said that earlier it was the more spectacular events that gave joy in life, but that now it is more a question of small and commonplace things. These are often, as in the case of Eva, events and experiences in nature. Not that the opportunities for spectacular events have vanished, it is the perspec- tives that have changed.",-1,Noise / Outlier,0.0
"Instead of assuming that such changes are adaptations to decreasing possibilities in life, one must accordingly ask whether the increasing inter- est in the small everyday experiences of nature does not have a deeper significance. A 58-year-old man describes what this may be about:",41,Gradual,1.0
"I see trees, buds, and I see it blossom, and I see how the leaves are coming—I see myself in the leaves.",131,Flower,1.0
"The experience of nature evokes the feeling of being at one with the universe, which is called at-one-ment in the Eastern tradition. The increas- ing significance of these small everyday experiences of nature could there-",16,Rejoicing,1.0
fore be interpreted as a way in which the barrier between the self and the universe is transcended.,150,Transcendence,1.0
"Almost all respondents who have children and grandchildren stressed their importance. This well-known phenomenon, too, can be given an interpretation in terms of the concept of transcendence. Through children and grandchildren the barriers between the present and the future as well as between life and death are transcended. “The coiling genetic chain” is present in the children and the grandchildren. This chain provides the opportunity to participate in life on earth in the future.",58,Transcended,0.1881149371278255
THE SELF DIMENSION GEROTRANSCENDENCE,62,Scales,1.0
"The first outline to the theory of gerotranscendence assumes that the individual self is gradually changing and developing. In this regard, the theory contrasts sharply with theories that assume that the self, like the perception of the self, is constant and ageless. In our interviews, we have approached the question of the constancy or variability of the self and the perception of the self in aging using several conversation themes.",37,Gerotranscendence,0.652374075775657
Self-Confrontation,40,Self,1.0
"The constancy of perception of the self is partly dependent on the degree to which we discover the hidden aspects of our personality, what Jung calls the shadow. This theme was introduced in the following way:",-1,Noise / Outlier,0.0
"Some people say that, during the course of life, they have begun to discover sides of themselves that they hadn’t known before, both positive and negative. Do you recognize any of this in yourself?",86,Touch,0.7921778338573966
"Our respondents reported that they had discovered both positive and negative sides of themselves in their older years. An 85-year-old respon- dent discovered a literary talent. It can also be a question of previously unknown personal characteristics. One respondent discovered that she is actually a cheerful, light-hearted person, while another respondent real- ized that she is more serious than she had once thought. Still another respondent said that what he had earlier considered positive carefulness in his personality was in fact an exaggerated pedantry.",42,Elderly,0.8006158206374118
The latter case is not about discovering new qualities in oneself but rather about redefining qualities that were already known. Another example,-1,Noise / Outlier,0.0
"of this redefinition of qualities is given by a 72-year-old man, a former labor union ombudsman, who used to think that his driving force was engagement and empathy, but who now understands that it was pure performance anxiety that drove him.",4,Depression,0.9149306011101263
"The most common discovery or redefinition, however, is about rela- tionships to other people. Respondents described an egocentricity that they had previously been unconscious of. The 69-year-old woman who earlier in life thought that she had an unselfish interest in her children, has now discovered that it was really about something else:",-1,Noise / Outlier,0.0
I have been much too domineering  I kind of forced myself on them,127,Stockings,1.0
in a way.,15,Conclusions,0.6198345337334487
"Another respondent said, along similar lines:",15,Conclusions,0.4794539773066018
I talked very egotistically about how I was doing. It was me all the time  I never listened to my children. Today I can listen.,140,Listen,1.0
Decrease in Self-Centeredness,59,Oneself,1.0
"In connection with the theme about self-confrontation, several respon- dents gave descriptions of how the perspective of the confined self had been transcended. In addition, this topic was introduced as a special theme using a somewhat different approach:",40,Self,0.7917374865141614
Some people say that they have changed their view of themselves during life in such a way that they no longer see themselves as being as important as before. Is this something that you recognize?,86,Touch,1.0
"Considering the indoctrination of the people of this generation in Scandi- navia with the theses of the Jante Law (first thesis: Don’t think that you are important! [A. Sandemose, Danish-Norwegian writer]), it is not surprising that many reacted to this question by saying that they never felt important. The conflict between the egocentricity of early life and the self-denial of the Jante Law was also described by a 60-year-old woman:",103,Raised,1.0
"Well, I guess I have always liked to be in the middle of things, I always talked a lot and expressed my opinion, but I never tried to be important.",-1,Noise / Outlier,0.0
"This new insight during old age may be, in the best case, about realizing that one is not really as unimportant as the Jante Law implied nor as",103,Raised,1.0
unimportant as one felt. A 62-year-old woman formulated this insight in the following way:,42,Elderly,0.9051676364314686
"I always had low self-confidence . . . always felt insufficient. It’s only when looking back, in hindsight, that I can see that what I have achieved is not so bad.",59,Oneself,0.4968618044991415
"Thus, for the people we interviewed, there has hardly been any inflated self-importance to transcend. Rather, it has been a question of struggling to establish a level of confidence that feels appropriate.",74,Transcendence,1.0
Self-Transcendence,74,Transcendence,1.0
"The reactions to the self-confrontation theme illustrate, among other things, that people have come to see certain egotistical features in them- selves, and replaced them with a higher degree of altruism. This type of change—from egoism to altruism—has been called self-transcendence by Chinen (1989b). The wishes and needs of the self are transcended in favor of other people’s needs and wishes.",40,Self,0.4893195534369576
"In interviews, this type of change was introduced in the following way:",41,Gradual,0.7406428464972228
"If one thought in earlier life “I’ll do this for myself,” it has turned out later in life that one is more likely to do things for others. There has been a shift from doing things for oneself to doing things for others. Is this something that you recognize?",140,Listen,1.0
"Even if the respondents during the earlier part of the interview spontane- ously related their previous egoism, this introduction usually generated another reaction. The transcendent Eva seems quite sincere when saying that she always gave the well-being of the family priority over her own wishes and needs. In fact, all women giving an opinion on this theme answered similarly. Among the male interviews there are descriptions that are closer to the type of change referred to in the theme. An 85-year- old man said:",-1,Noise / Outlier,0.0
"When I did things to improve myself . . . I did it for my own sake, because it gave me satisfaction, but also because it was to the benefit of the family. They were always in the picture. But I don’t feel that way now. I must say that everything I do now is in order to help others.",140,Listen,0.9886468498440354
"Even if this man recognized the shift from egoism to altruism, there is also in this male report a description of a lifelong altruism. So, among",135,Altruism,1.0
"these men and women there seems not to be any real egoism to transcend, as implied in Chinen’s (1985) afore mentioned analysis of the didactic messages of fairytales, where self-transcendence was a central motif.",74,Transcendence,1.0
Ego-Integrity,98,Integrity,1.0
"We tried to approach the eighth and last stage of development described in Erikson’s (1950, 1982) psychological model of development using a theme introduced in the following way:",160,Developmental,1.0
Some older people say that they feel that their life has now become a whole—even if their earlier life may have been uneven and chaotic. They have the feeling that the pieces of life’s puzzle have fallen into place and formed a coherent pattern. Is this something that you recognize?,60,Midlife,0.39131758829387503
The stories told by our respondents were very similar to Erikson’s descrip- tion of the last and eighth stage of development. A 65-year-old woman said:,160,Developmental,1.0
"Earlier I thought that . . . if it weren’t like this, if I had had a little more money, then things may have been different. But now I think . . . this is my life after all, and it didn’t turn out all that bad.",41,Gradual,0.8610266836461212
"A 62-year-old man said that the feeling of wholeness and coherence in life that has come lately is not stable. When alone, he often experiences the ego-integrity that Erikson speaks about. Under the pressure that he sometimes experiences with other people, this feeling of wholeness disappears. Many respondents told about the difficulty to achieve, or preserve, the experience of ego-integrity. In the case referred to above, tranquility and solitude is a prerequisite for the appearance and, in the best case, consolidation of ego-integrity.",161,Integrity,1.0
THE SOCIAL AND PERSONAL RELATIONSHIPS DIMENSION OF GEROTRANSCENDENCE,8,Gerotranscendence,0.9233740107928521
"A pilot assumption of the theory of gerotranscendence has been that what can superficially be interpreted as social disengagement could be understood as changes in point of view, shifts of emphasis, and redefini- tions of the meaning of social relations. Guided by these assumptions, we have included the following themes in our interviews.",8,Gerotranscendence,0.9342761307258123
The Importance of Social Contacts During Different Phases of Life,66,Social,0.5625178635557215
"Given the assumption that the nature and importance of social contacts can change character during the course of life, the following theme was introduced:",76,Solitude,0.29527391013628895
Some people say that their interest in other people changes character during the course of life. One becomes more selective and prefers deeper relationships with a few people rather than more superficial relationships with many people. Is this something that you recognize?,76,Solitude,0.9449024948708253
"Some respondents said that they had not changed at all in this regard, but an even greater number of respondents said that they had. “Those superficial things that were fun when I was younger are not fun in the same way anymore,” said a 79-year-old woman. The waning need for glamorous social company is well illustrated by the following statement by an 86-year-old woman:",159,Play,1.0
"I used to dance at the spring ball, I enjoyed it enormously. Now it’s a tremendous difference. Now a few friends are quite enough, that’s for sure. So [now] I have a much greater need for solitude. It’s striking. It’s extremely sufficient to meet and . . . just a few people, to sit down and talk  One doesn’t need so many.",6,Solitude,0.6520256317764792
"The increased need for positive solitude, in contrast to loneliness, is evident in the above quotation as in the reports of many other respondents. A 77-year-old man said:",33,Loneliness,0.6744557542849271
"I appreciate solitude more now. You know, you become fed up with company faster. And you feel that a lot of talking is just nonsense   You",6,Solitude,0.872495177348698
"long for home and a good book instead, or to put on a record.",-1,Noise / Outlier,0.0
"It appears clearly in these and other interviews that we are not dealing with a kind of passive withdrawal, as a young observer may easily think. It is rather about changes in the importance of social relationships. We shed the company and activities that lack content, we become more selec- tive, preferring literature or music, or a few friends. Not because of lack of possibilities, but of choice.",170,Gerotranscendence,1.0
"Sometimes, a former professional life has forced people into social patterns that they never asked for and that they can easily give up. An 85-year-old man showed his relief through a symbolic act:",4,Depression,1.0
"As long as I was working I had to go to different things. Then I had both tails and a tuxedo. Tails were required at some dinners, at others a tuxedo. The day I retired I got rid of both the tails and the tuxedo.",127,Stockings,0.3361257508242038
"The latter quotation is not about a redefinition of the importance of social contacts. The man had always disliked the big parties, but only after his retirement could he reconcile interest and behavior.",4,Depression,0.45537072053020955
Social Masks,107,Masks,0.999621905111643
"An insight that increases with maturation is assumed to be that certain social interactions are merely role playing, where the role does not neces- sarily fit the actor very well. This theme was introduced in the follow- ing way:",90,Roles,0.16250664698005793
